crypto,tweet_id,text,favorite_count,retweet_count,created_at,source,reply_to_status,reply_to_user,retweets,favorite
@dogecoin,1650682555702603777,RT @MilgateTyler: https://t.co/lsFdtBhYNV,0,996,2023-04-25 02:06:04+00:00,Twitter for iPhone,,,996,0
@dogecoin,1650667618603524098,@Dogememegirl that would be correct.,132,4,2023-04-25 01:06:42+00:00,Twitter Web App,1.6505343100999803e+18,Dogememegirl,4,132
@dogecoin,1650663767066435586,@mishaboar Somebody had to say it. ♥️,56,3,2023-04-25 00:51:24+00:00,Twitter Web App,1.6506577527195238e+18,mishaboar,3,56
@dogecoin,1650646737634349056,@dogeofficialceo https://t.co/0ToMa0k7V6,94,6,2023-04-24 23:43:44+00:00,Twitter Web App,1.6506444580551188e+18,dogeofficialceo,6,94
@dogecoin,1650645963449716736,@realalexmikh ♥️,22,0,2023-04-24 23:40:39+00:00,Twitter Web App,1.6506442057676308e+18,realalexmikh,0,22
@dogecoin,1650644746342404096,@kkqwl No.,23,0,2023-04-24 23:35:49+00:00,Twitter Web App,1.6506441873042964e+18,kkqwl,0,23
@dogecoin,1650644262286131200,@matthewjmartin_ Passion.,25,0,2023-04-24 23:33:54+00:00,Twitter Web App,1.6506434145541652e+18,matthewjmartin_,0,25
@dogecoin,1650643801416011776,@boxcarassassin Love.,5,1,2023-04-24 23:32:04+00:00,Twitter Web App,1.6506432625023058e+18,boxcarassassin,1,5
@dogecoin,1650643691059695617,@Beefy111111 Yet.,25,0,2023-04-24 23:31:38+00:00,Twitter Web App,1.6506432643267584e+18,Beefy111111,0,25
@dogecoin,1650643645610217472,@MyDogeCTO Def.,36,1,2023-04-24 23:31:27+00:00,Twitter Web App,1.650643232685183e+18,MyDogeCTO,1,36
@dogecoin,1650642824776552448,"Just because the old man lost his mule, does not mean it's a bad thing. Gravy is a dish often served warm. Robots m… https://t.co/SjPVVjetbC",1754,396,2023-04-24 23:28:11+00:00,Twitter Web App,,,396,1754
@dogecoin,1650597230242586624,"Dogecoin is still decentralized.
Dogecoin is still open source.
Dogecoin is still not controlled by a single entity… https://t.co/7JxUDVkitK",5653,1076,2023-04-24 20:27:00+00:00,Twitter Web App,,,1076,5653
@dogecoin,1643153474085875715,"⬆️ ⬆️ ⬇️ ⬇️ ⬅️ ➡️ ⬅️ ➡️ 🅱️ 🅰️
https://t.co/FrT7Ts8DWQ https://t.co/TOYULtrwdS",1851,671,2023-04-04 07:28:11+00:00,Buffer,,,671,1851
@dogecoin,1642985880779386881,https://t.co/VGt9M9sXWo https://t.co/7VxbC3jVYp,1963,569,2023-04-03 20:22:13+00:00,Buffer,,,569,1963
@dogecoin,1642968946184966145,"Much exciting hype - who knows! But remember, dev is ongoing and you can be a part of it! 

Even if you don't code,… https://t.co/mTTUkqEYdF",2064,626,2023-04-03 19:14:56+00:00,Twitter Web App,,,626,2064
@dogecoin,1642964125876727808,https://t.co/VraaVN7HN4 https://t.co/5BzIuGNij4,11380,1915,2023-04-03 18:55:47+00:00,Buffer,,,1915,11380
@dogecoin,1642963249074405376,RT @elonmusk: https://t.co/wmN5WxUhfQ,0,82347,2023-04-03 18:52:18+00:00,Twitter Web App,,,82347,0
@dogecoin,1642959824219414539,The dog behind the #Doge meme and #Dogecoin cryptocurrency is named Kabosu and she still lives with her owner Atsuk… https://t.co/1Wr4KGfjH3,8335,1801,2023-04-03 18:38:41+00:00,Buffer,,,1801,8335
@dogecoin,1642956201787793419,"Very currency
Wow
Much Coin
How Money
So Crypto https://t.co/hw6H2OOn33",8588,1462,2023-04-03 18:24:17+00:00,Buffer,,,1462,8588
@dogecoin,1642953714393808898,https://t.co/3tDmKW6WgL,8981,1567,2023-04-03 18:14:24+00:00,Twitter Web App,,,1567,8981
@dogecoin,1637700575746834432,Peak efficiency https://t.co/Ue9GcFpkEG,2339,414,2023-03-20 06:20:18+00:00,Buffer,,,414,2339
@dogecoin,1632040203983417344,"Always look at the bright side of things 🙂
$Doge #Dogecoin https://t.co/oSFpiJUmUk",2928,685,2023-03-04 15:28:01+00:00,Buffer,,,685,2928
@dogecoin,1631415338649767936,$Doge #Dogecoin https://t.co/bAnfKf1wBT,1929,420,2023-03-02 22:05:01+00:00,Buffer,,,420,1929
@dogecoin,1625749800523116544,Wow. So business. Much approve of this appointment. https://t.co/Nrno28WdCW,11428,2000,2023-02-15 06:52:12+00:00,Twitter for iPhone,,,2000,11428
@dogecoin,1609414282533388289,"Happy New Year, #DogeFam! 🎉 https://t.co/6qumX02q4z",4976,1018,2023-01-01 05:00:41+00:00,Buffer,,,1018,4976
@dogecoin,1609365060111024128,Wishing all shibes a much wow 2023! #Dogecoin #Doge https://t.co/fRCGUf50sV,3306,608,2023-01-01 01:45:05+00:00,Buffer,,,608,3306
@dogecoin,1608610065208025088,"@kabosumama When asked if the community could send donations she requested only our continued prayers at this time. 
https://t.co/o2xtOXq1hP",801,142,2022-12-29 23:45:00+00:00,Buffer,1.6086100642433475e+18,dogecoin,142,801
@dogecoin,1608610064243347457,"""I thank you all for your prayers.
The Miracle of Kabosu couldn’t have happened without your warm wishes and prayer… https://t.co/tmy90a7kS7",1073,180,2022-12-29 23:45:00+00:00,Buffer,,,180,1073
@dogecoin,1607154261539885057,Wishing all our #DogeFam Shibes a very Happy Holidays and Merry #Dogemas! ^_^ https://t.co/vwpOGPUonJ,1856,346,2022-12-25 23:20:10+00:00,Buffer,,,346,1856
@dogecoin,1601332107288125444,"Celebrating Kabosu's 17th -- and #Dogecoin's 9th -- birthday, parts of our #DogeFam community have worked with… https://t.co/tkgiWannYc",1193,322,2022-12-09 21:45:00+00:00,Buffer,,,322,1193
@dogecoin,1601237237156429825,"wow
so explain 
much currency
very coin
such AI https://t.co/TZ7iu94zq1",2268,470,2022-12-09 15:28:01+00:00,Buffer,,,470,2268
@dogecoin,1601015143479267328,"A final wrap-up video featuring attendees of the Dogecoin Hackathon in Australia. Also, #Dogeathon will be coming t… https://t.co/H4CPrUZU3Q",1139,280,2022-12-09 00:45:30+00:00,Buffer,,,280,1139
@dogecoin,1600283955076513792,Thank you for all the Birthday Wishes! ^_^ https://t.co/LPlJDBagzE,3723,628,2022-12-07 00:20:01+00:00,Buffer,,,628,3723
@dogecoin,1600254914533511214,https://t.co/ppm9gWOwIB https://t.co/Hcp3qeBYHi,1070,251,2022-12-06 22:24:37+00:00,Buffer,,,251,1070
@dogecoin,1600237345776832512,"Wow much coin. 
How money. So crypto.
Very currency.

Dogecoin, the accidental cryptocurrency that brings together… https://t.co/pmubjkGCor",2450,553,2022-12-06 21:14:48+00:00,Buffer,,,553,2450
@dogecoin,1593571293282316288,Check out #Dogeathon Hackathon attendees using #Dogecoin in regional Australia. Such currency! https://t.co/m6sU9mShbw,2819,743,2022-11-18 11:46:18+00:00,Buffer,,,743,2819
@dogecoin,1593438968590528512,"RT @DogecoinFdn: Time to announce the Much Wow Award Winners of the 2022 Dogeathon Hackathon! #HackTheDoge 
https://t.co/P4EZTIKWIc",0,175,2022-11-18 03:00:29+00:00,Twitter for iPhone,,,175,0
@dogecoin,1593417795710353408,RT @dogecoin_devs: Wow very stream! The Down Under #Dogeathon hackathaton featuring all global projects judged live. Who are your top picks…,0,172,2022-11-18 01:36:21+00:00,Twitter for iPhone,,,172,0
@dogecoin,1593215296281927680,RT @DogecoinFdn: Meet Jackie McAninch - the much amaze recipient of the #Dogeathon Do Only Good Everyday grant. #DoOnlyGoodEveryday #HackTh…,0,305,2022-11-17 12:11:41+00:00,Twitter for iPhone,,,305,0
@dogecoin,1593044237926662146,RT @dogecoin_devs: Meet two of the Dogeathon Downunder 2022 Judges! @jordanj77 (CEO &amp; Dev - MyDoge) and @MarshallHayner (Founder &amp; CEO - Me…,0,240,2022-11-17 00:51:58+00:00,Twitter for iPhone,,,240,0
@dogecoin,1592846693485404161,RT @dogecoin_devs: Why Dogeathon 2022? #HackTheDoge #Dogecoin https://t.co/uGgPKbhge9,0,328,2022-11-16 11:47:00+00:00,Twitter for iPhone,,,328,0
@dogecoin,1592438504608374786,Tune in to Dogeathon 2022. Hackathon Live Stream starting soon! Much wow. https://t.co/chTXg7cVu9,1377,271,2022-11-15 08:45:00+00:00,Buffer,,,271,1377
@dogecoin,1591227143018749952,"Very hackathon. Much soon. Such excite. 
https://t.co/PdIyQ7YZK3",1536,349,2022-11-12 00:31:29+00:00,Buffer,,,349,1536
@dogecoin,1587581752884838405,"Happy 17th Birthday to the original Doge, Kabosu! 
You are a v. gud shibe, indeed! 
https://t.co/NdAF0prlZF",8735,1332,2022-11-01 23:06:00+00:00,Buffer,,,1332,8735
@dogecoin,1587177598739632130,"Happy Dogetober, Shibes! What is your doge dressing up as this Dogeween? Drop your pet pawtraits below! https://t.co/2seN1fYhY9",4995,827,2022-10-31 20:20:02+00:00,Buffer,,,827,4995
@dogecoin,1586719598342275072,"important 👀 
https://t.co/q8xfjMrcNb",2887,522,2022-10-30 14:00:06+00:00,Buffer,,,522,2887
@dogecoin,1586496103406616576,"Can haz a safe but spooky Halloween weekend, Shibes! Who else is dressing up as their favorite yellow dog this Doge… https://t.co/zrzs07dXWK",4394,758,2022-10-29 23:12:01+00:00,Buffer,,,758,4394
@dogecoin,1586151332934811649,"Such Wow ^_^
#DogecoinToTheMoon https://t.co/Ew77fVBqUx",16737,2619,2022-10-29 00:22:01+00:00,Buffer,,,2619,16737
@dogecoin,1582089135229403136,https://t.co/w39OmAjmg1 https://t.co/3iJhyiIq6f,1069,220,2022-10-17 19:20:18+00:00,Buffer,,,220,1069
@dogecoin,1581080418052632576,"Dogepedia: How can be active in the Dogecoin community?

https://t.co/UoYryWl7hm  #Doge #Dogecoin https://t.co/6iFM4EMKGO",1753,422,2022-10-15 00:32:01+00:00,Buffer,,,422,1753
@dogecoin,1581035872383733760,"Can you believe Dogecoin will be 9 years old in December? That's 63 in Dog years and a billion in Crypto years.
https://t.co/bd6YY51sSN",1183,266,2022-10-14 21:35:00+00:00,Buffer,,,266,1183
@dogecoin,1581028325933273089,"Upgrade your Dogecoin Core Wallet to 1.14.6
~25% already upgraded
https://t.co/GRlGE5IQUJ   #Doge #Dogecoin https://t.co/nehy6ohyB0",1251,331,2022-10-14 21:05:01+00:00,Buffer,,,331,1251
@dogecoin,1575912119295524895,"Do not forget to upgrade your Dogecoin Core Wallet to the newest version (1.14.6). And if it's the first time, here… https://t.co/fASBQn4MNU",1451,393,2022-09-30 18:15:02+00:00,Buffer,,,393,1451
@dogecoin,1570340135249526784,Much congratz to @VitalikButerin and everyone involved in the @ethereum merge. Wow. #EthereumMerge https://t.co/Iu5aQ1wsci,3338,649,2022-09-15 09:13:58+00:00,Buffer,,,649,3338
@dogecoin,1569454107618066432,"The @DogecoinFdn has partnered with @MyDogeOfficial to cover flights, accommodation, and meals for up to 3 develope… https://t.co/wsvbYUDPmN",1231,324,2022-09-12 22:33:12+00:00,Buffer,,,324,1231
@dogecoin,1567882454664445952,👀  https://t.co/7FCrf7S2Q3 https://t.co/jX6usvt34O,978,262,2022-09-08 14:28:01+00:00,Buffer,,,262,978
@dogecoin,1565459493365944323,"Dogepedia: How do I backup a Dogecoin wallet?

https://t.co/DExYDG7eRg  #Doge #Dogecoin https://t.co/5anZ2gXRrV",1416,393,2022-09-01 22:00:02+00:00,Buffer,,,393,1416
@dogecoin,1565444407356276738,Help translating the https://t.co/vysn1dWLnv website to more languages and improve the existent ones. Just follow t… https://t.co/UbJNVGSfRd,1099,289,2022-09-01 21:00:05+00:00,Buffer,,,289,1099
@dogecoin,1564976386946863106,"How can I use Dogecoin to buy stuff from my favorite stores?  
https://t.co/NDkKLdK4id  #Doge #Dogecoin https://t.co/596GQngvif",1809,523,2022-08-31 14:00:21+00:00,Buffer,,,523,1809
@dogecoin,1564921675916910592,RT @dogecoin_devs: More information on the #Dogeathon2022 Dogecoin hackathon coming soon. Stay tuned. #HackTheDoge https://t.co/NDMm4Qnzw6,0,273,2022-08-31 10:22:57+00:00,Buffer,,,273,0
@dogecoin,1564678087731707905,"RT @bobdosCN: many thanks to @randomwalk266 's help, the main page of the official website https://t.co/3MT5BsLr7j is translated into Simpl…",0,144,2022-08-30 18:15:01+00:00,Buffer,,,144,0
@dogecoin,1564585828126539779,Good luck for the upcoming merge to @VitalikButerin and the whole @ethereum crew!   The world is watching 🍿 💛 https://t.co/XpFsF8y8GO,3211,544,2022-08-30 12:08:24+00:00,Buffer,,,544,3211
@dogecoin,1563622562403434496,"""Make it currency."" - God, Probably 
Credit: jauncydev on TikTok 
#Dogecoin https://t.co/wnaVdm9qD1",1382,326,2022-08-27 20:20:44+00:00,Buffer,,,326,1382
@dogecoin,1560559685190557696,"RT @jwiechers: Claims in paid media that Dogecoin launched a ""Dogechain"" test network are false. Neither @Dogecoin/@dogecoin_devs, nor @Bil…",0,227,2022-08-19 09:29:57+00:00,Buffer,,,227,0
@dogecoin,1558879905974198272,b0rk b0rk! It's the @thebig3 playoffs! Make sure to cheer on the doge-positive @big3aliens TODAY at 3:30pm ET/12:30… https://t.co/Z1up9CBNV3,1089,310,2022-08-14 18:15:06+00:00,Buffer,,,310,1089
@dogecoin,1557491983949643776,https://t.co/558NKJ4D1I,1739,331,2022-08-10 22:20:00+00:00,Buffer,,,331,1739
@dogecoin,1557472471250415618,"And that, folks, is why you double check your copy and paste buffer. https://t.co/Yhub4ld5DB",1022,163,2022-08-10 21:02:28+00:00,Twitter Web App,,,163,1022
@dogecoin,1556752112054411264,".069 = .069
😎 
https://t.co/PgRkvCAAoG",1681,310,2022-08-08 21:20:01+00:00,Buffer,,,310,1681
@dogecoin,1556089746396684288,"so are we ^_^

show us your best #Dogecoin memes of this week.
https://t.co/BVyeyS67qO",1035,203,2022-08-07 01:28:00+00:00,Buffer,,,203,1035
@dogecoin,1556008458268426242,Congratulations to the @MyDogeOfficial sponsored @big3aliens making it to the playoffs!!! 🔥🏀👽 Love seeing #DOGE on… https://t.co/RxsKSuLTIt,988,262,2022-08-06 20:05:00+00:00,Buffer,,,262,988
@dogecoin,1555969481549254658,"We have been made aware of a new scam attempt with accounts pretending to be #Dogecoin Support. There is no ""Dogeco… https://t.co/AOhUUyy7fU",1203,329,2022-08-06 17:30:07+00:00,Buffer,,,329,1203
@dogecoin,1555682660558725120,Let's cheer on the @MyDogeOfficial sponsored @big3aliens 🏀👽this Saturday at 1PM ET on @CBS or streaming at the link… https://t.co/ErPVuOsmvF,733,211,2022-08-05 22:30:24+00:00,Buffer,,,211,733
@dogecoin,1555604845817516032,♥️🐶😃 https://t.co/Xrd9he0sFH,1991,333,2022-08-05 17:21:11+00:00,Twitter Web App,,,333,1991
@dogecoin,1555468228041707520,"RT @michilumin: So after several months, many late/sleepless nights, and one false launch, #libdogecoin v0.1 is now ready play with right h…",0,237,2022-08-05 08:18:19+00:00,Twitter Web App,,,237,0
@dogecoin,1553490620379004928,"#Dogecoin #KeepDogeAbsurd
https://t.co/BLVWn2EKlw",1268,232,2022-07-30 21:20:01+00:00,Buffer,,,232,1268
@dogecoin,1552726088861753345,This has been an exciting week for #Dogecoin! Core received a significant upgrade &amp; the new https://t.co/npxXeKLtIR… https://t.co/8DbTVrIlcT,2065,528,2022-07-28 18:42:02+00:00,Buffer,,,528,2065
@dogecoin,1552417341685776386,"Thank you to all the contributors of the new #Dogecoin website! 
Much Code Such Design! ^_^
https://t.co/npxXeKLtIR… https://t.co/SaYdv7H4nI",1496,362,2022-07-27 22:15:11+00:00,Buffer,,,362,1496
@dogecoin,1552081352664678400,"Dogecoin is the new Dogecoin.
Our upgraded website is live!
https://t.co/npxXeKLtIR",2236,558,2022-07-27 00:00:05+00:00,Buffer,,,558,2236
@dogecoin,1550950130857156608,"Upgrade your node to upgrade your PFP!
https://t.co/BxaRczBxGN",895,211,2022-07-23 21:05:01+00:00,Buffer,,,211,895
@dogecoin,1550633294647140352,"#Dogecoin is the next financial evolution.
https://t.co/9iyXhT4rcD",2015,426,2022-07-23 00:06:01+00:00,Buffer,,,426,2015
@dogecoin,1550591633669898240,"There have been many tokens over the past nine years that have quickly come and gone. 1 Dogecoin = 1 Dogecoin, and… https://t.co/QZRM14GEi1",2546,639,2022-07-22 21:20:28+00:00,Buffer,,,639,2546
@dogecoin,1550232018352586752,"send nodes
#DogeNodes
https://t.co/C7dKFztAHd",1532,328,2022-07-21 21:31:29+00:00,Buffer,,,328,1532
@dogecoin,1550182597950672899,Drop your best #Dogecoin meme creation of this week below! 👇,1799,260,2022-07-21 18:15:07+00:00,Buffer,,,260,1799
@dogecoin,1549906618829008896,"#Dogecoin Core 1.14.6 is now released, live and current! With a good number of improvements under the hood and some… https://t.co/yXNHY8JQUH",10798,1557,2022-07-20 23:58:28+00:00,Twitter Web App,,,1557,10798
@dogecoin,1549095446244577280,Congratulations to #Dogecoin sponsored @big3aliens and team captain @MrBullutproof! Much excite! Very ballin'! Make… https://t.co/LejXYlQ22O,1119,264,2022-07-18 18:15:09+00:00,Buffer,,,264,1119
@dogecoin,1548417254773010434,Two members of @MyDogeOfficial #Dogecoin sponsored @thebig3 team Aliens won mid-season awards. @DeStephenS23 won De… https://t.co/twWVXtrMSn,883,244,2022-07-16 21:20:16+00:00,Buffer,,,244,883
@dogecoin,1548313508000845826,"aww ^_^
#Dogecoin #KeepDogeAbsurd
https://t.co/4G67jA38bp",869,153,2022-07-16 14:28:01+00:00,Buffer,,,153,869
@dogecoin,1548051027802238978,"#Dogecoin #KeepDogeAbsurd
https://t.co/xojDYobNbQ",616,129,2022-07-15 21:05:01+00:00,Buffer,,,129,616
@dogecoin,1548023367302668288,Attention all current and aspiring #Dogecoin developers! Please see the thread from Dogecoin Foundation Director… https://t.co/VpJvpJFdCl,559,130,2022-07-15 19:15:06+00:00,Buffer,,,130,559
@dogecoin,1547951121255215105,"The Memes Must Flow
$DOGE #Dogecoin #KeepDogeAbsurd 
https://t.co/y17qupPfci",1264,235,2022-07-15 14:28:01+00:00,Buffer,,,235,1264
@dogecoin,1547688640855191552,"#Dogecoin is nothing without our #DogeFam. We always need YOU. If you're a developer, a translator, a writer or a m… https://t.co/MBO8WmdOic",1430,286,2022-07-14 21:05:01+00:00,Buffer,,,286,1430
@dogecoin,1547618931224915972,"wow
https://t.co/EAmNepsjng",1377,228,2022-07-14 16:28:01+00:00,Buffer,,,228,1377
@dogecoin,1547447303581372417,"Not your keys, not your Doge. #Dogecoin",2278,310,2022-07-14 05:06:02+00:00,Buffer,,,310,2278
@dogecoin,1547356461122162688,Why stop at the moon? #Dogecoin #JamesWebbSpaceTelescope https://t.co/E94x8V1fsO,2445,392,2022-07-13 23:05:03+00:00,Buffer,,,392,2445
@dogecoin,1547313686104137732,Best Dogecoin Memes.. Go 👇 #Dogecoin,1901,266,2022-07-13 20:15:05+00:00,Buffer,,,266,1901
@dogecoin,1546894193787912192,"Hey @Twitter, Wen $DogeTips?

In the meantime, we have two options available to tip your friends &amp; favorite content… https://t.co/Uc8GmRDnSI",1051,323,2022-07-12 16:28:10+00:00,Buffer,,,323,1051
@dogecoin,1546638543388377088,"Talk about Dogecoin to your local coffee shop, your bookstore, your favorite restaurant, to any small business you… https://t.co/ZI6HYMdm3x",954,237,2022-07-11 23:32:18+00:00,Buffer,,,237,954
@dogecoin,1546588911547432960,"Here we go $DOGE!
https://t.co/mGVIAeoTHr",641,152,2022-07-11 20:15:05+00:00,Buffer,,,152,641
@dogecoin,1546269289862246400,"From the crypto created as a joke to the company created as a joke, #Dogecoin and @BoringCompany are building the f… https://t.co/H4jIYEuuoi",1802,478,2022-07-10 23:05:01+00:00,Buffer,,,478,1802
@dogecoin,1546226502810869761,"#Dogecoin 
https://t.co/vv7Ij3oFf0",902,196,2022-07-10 20:15:00+00:00,Buffer,,,196,902
@dogecoin,1545997745428766720,"#DogecoinToTheMoon 
https://t.co/NVP7Cxs3CB",1443,254,2022-07-10 05:06:00+00:00,Buffer,,,254,1443
@dogecoin,1536181180759871488,Very much wow. Go @big3aliens! Such Doge jerseys. https://t.co/8DFAoGndpX,1595,405,2022-06-13 02:58:29+00:00,Twitter Web App,,,405,1595
@dogecoin,1533736167186714624,RT @tjstebbing: A casual chat with a local barista in 🇦🇺 about dogecoin turned into possibly the first ever coffee bought with doge down un…,0,352,2022-06-06 09:02:52+00:00,Twitter Web App,,,352,0
@dogecoin,1529529661273042949,One of the best ways non-coders can help is with language translations to make #dogecoin more accessible to more people.,1299,253,2022-05-25 18:27:43+00:00,Twitter Web App,1.5295289091963167e+18,dogecoin,253,1299
@dogecoin,1529528909196316673,"Wen this? Wen that? Being open source means everybody can help build the people's currency. Developer or not, you c… https://t.co/SQIYubZjUO",1974,522,2022-05-25 18:24:43+00:00,Twitter Web App,,,522,1974
@dogecoin,1524846483404533760,RT @MyDogeOfficial: Just a friendly reminder: 1Ð = 1Ð #Dogecoin #BUIDL https://t.co/rXGrQHWG4v,0,450,2022-05-12 20:18:26+00:00,Twitter Web App,,,450,0
@dogecoin,1523584520577970177,"@syndrome22q1 #HiJustinG, do you like doges?",203,17,2022-05-09 08:43:51+00:00,Twitter Web App,1.523098417169408e+18,syndrome22q1,17,203
@dogecoin,1522591377988587520,"much elon, such doge.. wow such drama what is even happen... apparently these guys are going to make this a series.… https://t.co/DmgYkF2EQv",4378,992,2022-05-06 14:57:27+00:00,Twitter Web App,,,992,4378
@dogecoin,1522012109080473601,"wow. much @icecube and such @thebig3 and @westcoastbill 

https://t.co/WMaZG8Q8l4 https://t.co/wbgYgPGVKU",1695,411,2022-05-05 00:35:39+00:00,Twitter Web App,,,411,1695
@dogecoin,1520622243453186048,"RT @DogecoinFdn: Do you have a nice (or funny!) explainer on Dogecoin you'd like to share?

Or do you want to know something and have an id…",0,272,2022-05-01 04:32:49+00:00,Twitter Web App,,,272,0
@dogecoin,1520437815502245889,"RT @Dogememegirl: Despite #Dogecoin being heavily shorted, it stands firm. 

Demand your Exchange to provide 'PROOF OF ASSET', or withdraw…",0,512,2022-04-30 16:19:58+00:00,Twitter Web App,,,512,0
@dogecoin,1517355200213700608,"Dogecoin Dev Lola will be running a free Dogecoin Workshop at the Paris P2P Festival on the 29th, check it out if y… https://t.co/uxKjvSeRwm",2890,853,2022-04-22 04:10:45+00:00,Twitter Web App,,,853,2890
@dogecoin,1516917602844479489,Wow. Much wow. https://t.co/R3Jn8Dx2u5,3398,669,2022-04-20 23:11:54+00:00,Twitter Web App,,,669,3398
@dogecoin,1514711677958197265,can yall please try to help this doge https://t.co/vC1CJv26Ht,1813,419,2022-04-14 21:06:20+00:00,Twitter Web App,,,419,1813
@dogecoin,1512315912023552002,"RT @tjstebbing: Folk ask 'wen moon' but 🌖 is a byproduct of success, and our success metric is adoption as a real currency used by regular…",0,405,2022-04-08 06:26:25+00:00,Twitter Web App,,,405,0
@dogecoin,1506759493073326084,@DigitalGal_ and y'all think our dips are dramatic...,700,62,2022-03-23 22:27:12+00:00,Twitter Web App,1.5067297464487567e+18,DigitalGal_,62,700
@dogecoin,1497713040262901761,"For shibes who want to help - but do not want to directly pay a government, and instead support humanitarian agenci… https://t.co/rHyMKy7Zyw",2065,589,2022-02-26 23:19:49+00:00,Twitter Web App,,,589,2065
@dogecoin,1497688482046787584,"@NSeous @Ukraine @olex_scherba @TomicahTD @DogecoinFdn It's not fake, it's been verified by several authoritative s… https://t.co/PrE5W6JD66",39,1,2022-02-26 21:42:14+00:00,Twitter Web App,1.4976843034796524e+18,NSeous,1,39
@dogecoin,1497688125086355457,"@lambominer @Ukraine @olex_scherba @TomicahTD @DogecoinFdn No, use, tip and give, too.",58,6,2022-02-26 21:40:49+00:00,Twitter Web App,1.4976851253704212e+18,lambominer,6,58
@dogecoin,1497688000804933634,@Jalal83088526 @Ukraine @olex_scherba @TomicahTD @DogecoinFdn People say lots of things.,41,2,2022-02-26 21:40:19+00:00,Twitter Web App,1.4976845609428746e+18,Jalal83088526,2,41
@dogecoin,1497687919351541764,@Natesemipro @Ukraine @olex_scherba @TomicahTD @DogecoinFdn It's been confirmed by several people who have authorit… https://t.co/lKSE4hvkf4,85,6,2022-02-26 21:40:00+00:00,Twitter Web App,1.4976840118538936e+18,Natesemipro,6,85
@dogecoin,1497687672164290561,"@GoldEliseo @Ukraine @olex_scherba @TomicahTD @DogecoinFdn They don't have one, and bothering them right now to mak… https://t.co/wkHCeivOwd",88,9,2022-02-26 21:39:01+00:00,Twitter Web App,1.4976840382444708e+18,GoldEliseo,9,88
@dogecoin,1497683861089697793,The #dogecoin community can help.  Pls convert from $DOGE and send. And #dogearmy - signal boost. @Ukraine -… https://t.co/Wo2UnOfffY,3543,941,2022-02-26 21:23:52+00:00,Twitter Web App,,,941,3543
@dogecoin,1496203780781658112,The Internet's tipping currency since 2014!  @paraga @Twitter @Twitter @TwitterSupport - Connect with the original… https://t.co/gQ6F3HHmdQ,2118,629,2022-02-22 19:22:34+00:00,Twitter Web App,,,629,2118
@dogecoin,1495901752218079237,"A recent blog post from the @dogecoinFdn outlining much of their objectives and goals, well worth a read https://t.co/AaJsg9cLpl",1149,292,2022-02-21 23:22:24+00:00,Twitter Web App,,,292,1149
@dogecoin,1495884410847363075,@WillyYums Much yum! https://t.co/1NsoGbaXiY,282,55,2022-02-21 22:13:30+00:00,Twitter Web App,1.4945495590198067e+18,WillyYums,55,282
@dogecoin,1494736594061840389,RT @michilumin: A very quick visual explanation as to why #dogecoin is far more well suited for @Twitter tipping. Not rocket surgery! @para…,0,346,2022-02-18 18:12:29+00:00,Twitter Web App,,,346,0
@dogecoin,1494724552194019338,#dogearmy and #dogefam let's show 'em how we work and get #DogeTwitterTipJar trending - Let's get Twitter to add… https://t.co/kamAwRkvPW,3024,942,2022-02-18 17:24:38+00:00,Twitter Web App,,,942,3024
@dogecoin,1493302624564625412,dogecoin💕u shibes and doge fam https://t.co/zNDJsTPb8z,4575,846,2022-02-14 19:14:24+00:00,Twitter Web App,,,846,4575
@dogecoin,1490777523264712704,"@LupusOrg @Cocochaneladair @theboimerch7 @4MyCiTy2 @nazim_mohammaad @AmericanCancer @StJude Well, we like to call i… https://t.co/MlI3YfrrPg",188,61,2022-02-07 20:00:33+00:00,Twitter Web App,1.4632354972585943e+18,LupusOrg,61,188
@dogecoin,1490156453797109765,https://t.co/T5KUGHWhG9,9341,1869,2022-02-06 02:52:39+00:00,Twitter Web App,,,1869,9341
@dogecoin,1490013457172688899,@TradeNinvesting @BillyM2k It's handled by a doge. SHEESH.,52,8,2022-02-05 17:24:25+00:00,Twitter Web App,1.4900131154379407e+18,TradeNinvesting,8,52
@dogecoin,1490012501517340673,@BillyM2k WORKIN' TOO HARD CAN GIVE YOU A HEART ATTACKACKACKACK,640,61,2022-02-05 17:20:38+00:00,Twitter Web App,1.4899992050703688e+18,BillyM2k,61,640
@dogecoin,1490012136851918849,@HofDPizza https://t.co/uXgEAnrwMg,90,17,2022-02-05 17:19:11+00:00,Twitter Web App,1.4893473552666665e+18,HofDPizza,17,90
@dogecoin,1490011700375871492,"@itsALLrisky Uh oh. Does it matter which account I'm reading it on? Well, this is good for #dogecoin then.  Did I j… https://t.co/64KwvzYXSX",322,63,2022-02-05 17:17:27+00:00,Twitter Web App,1.4900045826253824e+18,itsALLrisky,63,322
@dogecoin,1486941815999766529,@TheLostLeaf @nxoeed @elonmusk @BillyM2k wow. https://t.co/JcT8qEn99l,562,89,2022-01-28 05:58:49+00:00,Twitter Web App,1.4867799030853222e+18,TheLostLeaf,89,562
@dogecoin,1486793780267261953,@MrBeastBurger @elonmusk https://t.co/BAlKT1IySa,2096,401,2022-01-27 20:10:35+00:00,Twitter Web App,1.486388063446225e+18,MrBeastBurger,401,2096
